-50	0.000225
-49.9939	0.000229
-49.98779	0.000232
-49.98169	0.000236
-49.97559	0.000239
-49.96948	0.000243
-49.96338	0.000246
-49.95728	0.00025
-49.95117	0.000253
-49.94507	0.000256
-49.93896	0.00026
-49.93286	0.000263
-49.92676	0.000266
-49.92065	0.000269
-49.91455	0.000273
-49.90845	0.000276
-49.90234	0.000279
-49.89624	0.000282
-49.89014	0.000285
-49.88403	0.000288
-49.87793	0.000291
-49.87183	0.000294
-49.86572	0.000297
-49.85962	0.0003
-49.85352	0.000302
-49.84741	0.000305
-49.84131	0.000308
-49.83521	0.00031
-49.8291	0.000313
-49.823	0.000315
-49.81689	0.000318
-49.81079	0.00032
-49.80469	0.000323
-49.79858	0.000325
-49.79248	0.000327
-49.78638	0.000329
-49.78027	0.000331
-49.77417	0.000333
-49.76807	0.000335
-49.76196	0.000337
-49.75586	0.000339
-49.74976	0.00034
-49.74365	0.000342
-49.73755	0.000343
-49.73145	0.000345
-49.72534	0.000346
-49.71924	0.000348
-49.71313	0.000349
-49.70703	0.00035
-49.70093	0.000351
-49.69482	0.000352
-49.68872	0.000353
-49.68262	0.000354
-49.67651	0.000355
-49.67041	0.000355
-49.66431	0.000356
-49.6582	0.000356
-49.6521	0.000357
-49.646	0.000357
-49.63989	0.000357
-49.63379	0.000358
-49.62769	0.000358
-49.62158	0.000358
-49.61548	0.000358
-49.60938	0.000358
-49.60327	0.000357
-49.59717	0.000357
-49.59106	0.000357
-49.58496	0.000356
-49.57886	0.000356
-49.57275	0.000355
-49.56665	0.000354
-49.56055	0.000353
-49.55444	0.000352
-49.54834	0.000351
-49.54224	0.00035
-49.53613	0.000349
-49.53003	0.000348
-49.52393	0.000347
-49.51782	0.000345
-49.51172	0.000344
-49.50562	0.000342
-49.49951	0.000341
-49.49341	0.000339
-49.4873	0.000337
-49.4812	0.000336
-49.4751	0.000334
-49.46899	0.000332
-49.46289	0.00033
-49.45679	0.000328
-49.45068	0.000325
-49.44458	0.000323
-49.43848	0.000321
-49.43237	0.000318
-49.42627	0.000316
-49.42017	0.000314
-49.41406	0.000311
-49.40796	0.000308
-49.40186	0.000306
-49.39575	0.000303
-49.38965	0.0003
-49.38354	0.000297
-49.37744	0.000295
-49.37134	0.000292
-49.36523	0.000289
-49.35913	0.000286
-49.35303	0.000283
-49.34692	0.00028
-49.34082	0.000276
-49.33472	0.000273
-49.32861	0.00027
-49.32251	0.000267
-49.31641	0.000264
-49.3103	0.00026
-49.3042	0.000257
-49.2981	0.000254
-49.29199	0.00025
-49.28589	0.000247
-49.27979	0.000243
-49.27368	0.00024
-49.26758	0.000237
-49.26147	0.000233
-49.25537	0.00023
-49.24927	0.000226
-49.24316	0.000223
-49.23706	0.000219
-49.23096	0.000216
-49.22485	0.000212
-49.21875	0.000209
-49.21265	0.000205
-49.20654	0.000202
-49.20044	0.000198
-49.19434	0.000195
-49.18823	0.000191
-49.18213	0.000188
-49.17603	0.000184
-49.16992	0.000181
-49.16382	0.000177
-49.15771	0.000174
-49.15161	0.000171
-49.14551	0.000167
-49.1394	0.000164
-49.1333	0.000161
-49.1272	0.000157
-49.12109	0.000154
-49.11499	0.000151
-49.10889	0.000148
-49.10278	0.000145
-49.09668	0.000141
-49.09058	0.000138
-49.08447	0.000135
-49.07837	0.000132
-49.07227	0.00013
-49.06616	0.000127
-49.06006	0.000124
-49.05396	0.000121
-49.04785	0.000118
-49.04175	0.000116
-49.03564	0.000113
-49.02954	0.000111
-49.02344	0.000108
-49.01733	0.000106
-49.01123	0.000103
-49.00513	0.000101
-48.99902	0.000099
-48.99292	0.000097
-48.98682	0.000095
-48.98071	0.000093
-48.97461	0.000091
-48.96851	0.000089
-48.9624	0.000087
-48.9563	0.000085
-48.9502	0.000084
-48.94409	0.000082
-48.93799	0.000081
-48.93188	0.000079
-48.92578	0.000078
-48.91968	0.000077
-48.91357	0.000076
-48.90747	0.000074
-48.90137	0.000073
-48.89526	0.000073
-48.88916	0.000072
-48.88306	0.000071
-48.87695	0.00007
-48.87085	0.00007
-48.86475	0.000069
-48.85864	0.000069
-48.85254	0.000069
-48.84644	0.000068
-48.84033	0.000068
-48.83423	0.000068
-48.82813	0.000068
-48.82202	0.000068
-48.81592	0.000069
-48.80981	0.000069
-48.80371	0.000069
-48.79761	0.00007
-48.7915	0.00007
-48.7854	0.000071
-48.7793	0.000072
-48.77319	0.000073
-48.76709	0.000074
-48.76099	0.000075
-48.75488	0.000076
-48.74878	0.000077
-48.74268	0.000078
-48.73657	0.00008
-48.73047	0.000081
-48.72437	0.000083
-48.71826	0.000084
-48.71216	0.000086
-48.70605	0.000088
-48.69995	0.00009
-48.69385	0.000091
-48.68774	0.000093
-48.68164	0.000096
-48.67554	0.000098
-48.66943	0.0001
-48.66333	0.000102
-48.65723	0.000105
-48.65112	0.000107
-48.64502	0.00011
-48.63892	0.000112
-48.63281	0.000115
-48.62671	0.000118
-48.62061	0.000121
-48.6145	0.000123
-48.6084	0.000126
-48.60229	0.000129
-48.59619	0.000132
-48.59009	0.000136
-48.58398	0.000139
-48.57788	0.000142
-48.57178	0.000145
-48.56567	0.000149
-48.55957	0.000152
-48.55347	0.000155
-48.54736	0.000159
-48.54126	0.000162
-48.53516	0.000166
-48.52905	0.000169
-48.52295	0.000173
-48.51685	0.000177
-48.51074	0.00018
-48.50464	0.000184
-48.49854	0.000188
-48.49243	0.000192
-48.48633	0.000195
-48.48022	0.000199
-48.47412	0.000203
-48.46802	0.000207
-48.46191	0.000211
-48.45581	0.000215
